label_id	distances	side	side2	absolute
25221	-37.6050855548632	FALSE	TRUE	37.6050855548632
25222	-34.8182040660337	FALSE	TRUE	34.8182040660337
25223	-40.6103313475894	FALSE	TRUE	40.6103313475894
25224	-47.3093861768413	FALSE	TRUE	47.3093861768413
25225	-59.2069268186206	FALSE	TRUE	59.2069268186206
25226	-62.2031219709176	FALSE	TRUE	62.2031219709176
25227	-52.852906118697	FALSE	TRUE	52.852906118697
25228	-5.02847930487743	FALSE	TRUE	5.02847930487743
25229	-7.47426489392687	FALSE	TRUE	7.47426489392687
25230	-14.6877810340448	FALSE	TRUE	14.6877810340448
25231	-13.3109038191944	FALSE	TRUE	13.3109038191944
25232	-14.5737113151492	FALSE	TRUE	14.5737113151492
25233	-20.048892157178	FALSE	TRUE	20.048892157178
25234	-17.9888248737858	FALSE	TRUE	17.9888248737858
25235	-18.1993778809425	FALSE	TRUE	18.1993778809425
25236	-22.7592102258563	FALSE	TRUE	22.7592102258563
25237	-29.2380557510793	FALSE	TRUE	29.2380557510793
25238	-35.6325611275413	FALSE	TRUE	35.6325611275413
25239	-38.050441352431	FALSE	TRUE	38.050441352431
25240	-34.0249791793684	FALSE	TRUE	34.0249791793684
25241	-47.2343584492401	FALSE	TRUE	47.2343584492401
25242	-57.8981327586911	FALSE	TRUE	57.8981327586911
25243	5.86937342864557	TRUE	FALSE	5.86937342864557
25244	-1.06917174356871	FALSE	TRUE	1.06917174356871
25245	-11.1860536629133	FALSE	TRUE	11.1860536629133
25246	-7.5600397010245	FALSE	TRUE	7.5600397010245
25247	-15.2563456822634	FALSE	TRUE	15.2563456822634
25248	-32.471874133668	FALSE	TRUE	32.471874133668
25249	-32.3889884482329	FALSE	TRUE	32.3889884482329
25250	-44.6828338064538	FALSE	TRUE	44.6828338064538
25251	-49.6588343571837	FALSE	TRUE	49.6588343571837
25252	22.2788569295333	TRUE	FALSE	22.2788569295333
25253	17.855186051808	TRUE	FALSE	17.855186051808
25254	13.4055670480983	TRUE	FALSE	13.4055670480983
25255	9.55987180638142	TRUE	FALSE	9.55987180638142
25256	6.16821978891734	TRUE	FALSE	6.16821978891734
25257	3.30156228191391	TRUE	FALSE	3.30156228191391
25258	-1.67038645325726	FALSE	TRUE	1.67038645325726
25259	2.74634860718585	TRUE	FALSE	2.74634860718585
25260	-1.77143072709125	FALSE	TRUE	1.77143072709125
25261	-20.3497962749499	FALSE	TRUE	20.3497962749499
25262	-15.3973094073281	FALSE	TRUE	15.3973094073281
25263	-15.4247224773549	FALSE	TRUE	15.4247224773549
25264	-14.5834612868276	FALSE	TRUE	14.5834612868276
25265	-38.6432442991301	FALSE	TRUE	38.6432442991301
25266	-40.3710190108907	FALSE	TRUE	40.3710190108907
25267	-36.6911558883587	FALSE	TRUE	36.6911558883587
25268	-39.7942446995546	FALSE	TRUE	39.7942446995546
25269	-48.3188506163823	FALSE	TRUE	48.3188506163823
25270	-45.2586608747297	FALSE	TRUE	45.2586608747297
25271	22.1654116353086	TRUE	FALSE	22.1654116353086
25272	12.7806788743902	TRUE	FALSE	12.7806788743902
